"","ballot_ID","state","county","voted_2016","student_loan","faminc","child_u18","followed_event_fb","education","employment","social_media","marital_status","home_owner_status","voted_2012","birth_year","vote_method","health_insurance"
"1","35235","New Hampshire","Hillsborough NH","republican","no",32,"no",NA,"highschool","other","No","Married","own",NA,NA,"in person ","no"
"2","59595","Colorado","Larimer CO","democrat","no",7,"yes","No","undergraduate","employed","Yes","Married","own","democrat",NA,"in person","no"
"3","39250","Pennsylvania","Clearfield PA",NA,NA,1,"yes","No","no_highschool","unemployed","Yes","Separated","rent",NA,NA,NA,"yes"
"4","79507","Georgia","Murray GA","republican","no",4,"yes","No","highschool","unemployed","Yes","Married","own","republican",NA,"in person ","no"
"5","00909","Pennsylvania","Lancaster PA","republican","no",7,"no","No","highschool","employed","Yes","Married","own","republican",NA,"in person ","no"
"6","18431","Florida","Pasco FL",NA,"no",2,"yes","No","highschool","other","Yes","Married","other",NA,NA,NA,"yes"
"7","56271","Pennsylvania","Philadelphia PA",NA,"no",1,"no","No","highschool","unemployed","Yes","Single","rent","democrat",NA,"in person ","no"
"8","36068","Florida","Broward FL","republican","no",2,"no","No","highschool","retired","Yes","Divorced","rent","republican",NA,"by mail","yes"
"9","52764","Florida","Sarasota FL",NA,"no",6,"no","No","undergraduate","employed","Yes","Married","own",NA,NA,NA,"no"
"10","41343","North Carolina","Davidson NC",NA,"no",2,"yes","No","no_highschool","employed","Yes","Separated","rent",NA,NA,NA,"no"
"11","05160","Michigan","Mason MI","democrat","no",4,"no","No","highschool","employed","Yes","Domestic partnership","own","democrat",NA,"in person ","no"
"12","74332","Arizona","Yavapai AZ","republican","no",4,"no",NA,"postgraduate","retired","No","Divorced","own","democrat",NA,"by mail","yes"
"13","29503","Pennsylvania","Washington PA",NA,"no",7,"yes","No","highschool","other","Yes","Married","own",NA,NA,NA,"no"
"14","31389","Michigan","Macomb MI","republican","yes",3,"yes","No","highschool","other","Yes","Separated","rent","democrat",NA,"in person ","yes"
"15","98578","Virginia","Fairfax VA",NA,"no",32,"no","No","highschool","employed","Yes","Single","other",NA,NA,NA,"no"
"16","03850","Michigan","Marquette MI","democrat","no",4,"no",NA,"postgraduate","employed","No","Married","own","democrat",NA,"in person ","no"
"17","19954","Florida","Brevard FL","democrat","no",32,"no","Yes","undergraduate","other","Yes","Married","own","democrat",NA,"in person","yes"
"18","50153","Nevada","Clark NV","democrat","no",8,"no",NA,"postgraduate","retired","No","Married","own","democrat",NA,"in person","yes"
"19","47367","North Carolina","Caldwell NC","democrat","no",32,"no","No","undergraduate","retired","Yes","Married","own","republican",NA,"in person","no"
"20","68708","Wisconsin","Grant WI","democrat","no",7,"no","No","undergraduate","employed","Yes","Married","own","democrat",NA,"in person ","no"
"21","51614","Nevada","Lyon NV","democrat","no",8,"no","No","highschool","employed","Yes","Divorced","own","democrat",NA,"in person ","no"
"22","32978","Michigan","Oakland MI","republican","no",3,"no",NA,"undergraduate","employed","No","Widowed","own","republican",NA,"in person ","no"
"23","46657","Pennsylvania","Juniata PA",NA,NA,6,"yes","No","highschool","employed","Yes","Domestic partnership","rent",NA,NA,NA,"yes"
"24","05730","Pennsylvania","Mercer PA",NA,"no",3,"yes","No","highschool","unemployed","Yes","Separated","rent","republican",NA,NA,"yes"
"25","71773","Florida","Volusia FL","democrat","yes",3,"no","No","highschool","employed","Yes","Divorced","own","democrat",NA,"by mail","no"
"26","43694","Florida","Broward FL","republican","no",8,"no","Yes","highschool","other","Yes","Single","own","republican",NA,"by mail","yes"
"27","33840","North Carolina","Onslow NC","democrat","no",4,"no","No","highschool","employed","Yes","Single","own","democrat",NA,"in person","no"
"28","84963","Virginia","Henrico VA","democrat","yes",9,"no",NA,"undergraduate","employed","No","Single","own","democrat",NA,"in person ","no"
"29","34630","Minnesota","Becker MN","democrat","yes",12,"no",NA,"postgraduate","employed","No","Married","own","democrat",NA,"by mail","no"
"30","30846","Virginia","Bristol city VA","democrat","yes",9,"yes","Yes","postgraduate","employed","Yes","Married","own","democrat",NA,"in person ","no"
"31","35558","Michigan","Oakland MI","democrat","no",4,"no",NA,"undergraduate","employed","No","Divorced","own","democrat",NA,"by mail","no"
"32","70926","Georgia","Cobb GA","democrat","no",12,"no","Yes","highschool","employed","Yes","Married","own","democrat",NA,"in person ","no"
"33","80896","Michigan","Livingston MI",NA,"yes",8,"yes","No","undergraduate","employed","Yes","Married","own","republican",NA,"by mail","no"
"34","98793","Florida","Polk FL","democrat","yes",7,"yes","No","highschool","employed","Yes","Married","own","democrat",NA,"in person","no"
"35","47823","North Carolina","Wake NC","democrat","yes",32,"no","No","postgraduate","unemployed","Yes","Divorced","rent","democrat",NA,"in person","no"
"36","61199","Virginia","Roanoke VA","democrat","no",9,"yes","No","postgraduate","employed","Yes","Married","own","democrat",NA,"in person ","no"
"37","25256","Michigan","Kent MI","democrat","no",10,"yes","No","undergraduate","employed","Yes","Married","own","democrat",NA,"in person ","no"
"38","09575","Colorado","Eagle CO","republican","yes",9,"yes","No","postgraduate","employed","Yes","Married","own","republican",NA,"by mail","no"
"39","14459","North Carolina","Iredell NC","democrat","no",3,"no","No","undergraduate","retired","Yes","Married","own",NA,NA,"in person","yes"
"40","07967","North Carolina","Union NC","democrat","no",9,"no","No","postgraduate","employed","Yes","Single","own","democrat",NA,"in person","no"
"41","31966","North Carolina","Anson NC","republican","no",4,"no",NA,"highschool","retired","No","Married","own","republican",NA,"in person","yes"
"42","68168","Wisconsin","Milwaukee WI","democrat","no",12,"no","Yes","postgraduate","employed","Yes","Married","own","democrat",NA,"in person","no"
"43","95670","Florida","Volusia FL",NA,"no",4,"no",NA,"undergraduate","employed","No","Divorced","rent",NA,NA,NA,"yes"
"44","56417","Pennsylvania","Chester PA","republican","no",15,"no","No","postgraduate","employed","Yes","Married","own","republican",NA,"in person ","no"
"45","08727","Minnesota","Winona MN","republican","yes",8,"yes","No","highschool","employed","Yes","Domestic partnership","own","democrat",NA,"by mail","no"
"46","87163","Minnesota","Dodge MN","republican","no",10,"no","No","highschool","student","Yes","Single","other",NA,NA,"by mail","no"
"47","22014","Michigan","Macomb MI","democrat","yes",4,"no",NA,"undergraduate","employed","No","Single","own","democrat",NA,"in person ","no"
"48","62954","Wisconsin","Dunn WI","democrat","no",6,"no",NA,"highschool","other","No","Married","own","democrat",NA,"in person ","yes"
"49","54808","Florida","Pasco FL","republican","no",4,"no","Yes","postgraduate","retired","Yes","Married","own","republican",NA,"by mail","yes"
"50","66393","Michigan","Branch MI","republican","no",9,"no",NA,"highschool","retired","No","Married","own","republican",NA,"in person ","yes"
"51","97616","North Carolina","Buncombe NC","democrat","no",9,"no","No","undergraduate","employed","Yes","Single","own","democrat",NA,"in person","no"
"52","93705","Pennsylvania","Allegheny PA","democrat","no",2,"no","No","highschool","retired","Yes","Divorced","rent","democrat",NA,"by mail","yes"
"53","90807","Pennsylvania","Butler PA","republican","no",6,"yes","No","highschool","employed","Yes","Married","own","republican",NA,"in person ","no"
"54","28012","North Carolina","Caswell NC","democrat","no",2,"yes","No","highschool","other","Yes","Married","own","democrat",NA,"in person ","yes"
"55","97405","North Carolina","Alamance NC","democrat","yes",5,"no","Yes","undergraduate","employed","Yes","Divorced","rent","republican",NA,"in person","no"
"56","58628","Pennsylvania","Clearfield PA","republican","no",6,"no","No","highschool","retired","Yes","Married","own",NA,NA,"in person ","no"
"57","32742","Georgia","Jackson GA",NA,"no",1,"yes",NA,"highschool","employed","No","Single","rent","not sure",NA,NA,"no"
"58","05255","Georgia","DeKalb GA","republican","no",1,"no",NA,"highschool","other","No","Single","own","democrat",NA,"in person","yes"
"59","23110","Florida","Pinellas FL","republican","no",32,"no","Yes","undergraduate","employed","Yes","Married","own","republican",NA,"by mail","no"
"60","72785","Wisconsin","Marathon WI","republican","no",13,"no",NA,"postgraduate","retired","No","Married","own","republican",NA,"in person","no"
"61","27148","Georgia","Bacon GA","republican","no",3,"yes","No","highschool","other","Yes","Married","own","republican",NA,"in person ","yes"
"62","18062","Arizona","Pima AZ","democrat","yes",11,"yes",NA,"undergraduate","retired","No","Married","own","democrat",NA,"by mail","yes"
"63","40350","North Carolina","Guilford NC","democrat","no",4,"no","Yes","highschool","retired","Yes","Domestic partnership","rent","democrat",NA,"in person","yes"
"64","86707","Michigan","Washtenaw MI",NA,"no",4,"no",NA,"highschool","employed","No","Single","own",NA,NA,NA,"no"
"65","79938","Minnesota","Hennepin MN","democrat","yes",3,"no","No","highschool","employed","Yes","Married","own","democrat",NA,"in person ","yes"
"66","08679","Pennsylvania","Cambria PA",NA,"no",1,"no","No","highschool","employed","Yes","Single","rent",NA,NA,NA,"no"
"67","21352","Nevada","Clark NV",NA,"no",8,"yes","No","highschool","employed","Yes","Married","rent",NA,NA,NA,"yes"
"68","31127","North Carolina","Gaston NC","republican","no",4,"no","Yes","highschool","retired","Yes","Married","own","republican",NA,"in person","yes"
"69","33218","Minnesota","Hennepin MN",NA,"yes",10,"no","Yes","highschool","student","Yes","Single","own",NA,NA,NA,"no"
"70","76436","Pennsylvania","Northumberland PA",NA,"yes",8,"no","No","highschool","student","Yes","Single","own",NA,NA,NA,"no"
"71","20006","Florida","Miami-Dade FL","republican","no",9,"no",NA,"highschool","retired","No","Married","own","republican",NA,"in person ","no"
"72","93478","Colorado","El Paso CO","democrat","no",2,"no","No","highschool","retired","Yes","Divorced","rent","democrat",NA,"by mail","yes"
"73","24035","Minnesota","Hennepin MN","republican","no",5,"no","No","highschool","retired","Yes","Domestic partnership","own","republican",NA,"by mail","no"
"74","91956","Minnesota","Washington MN",NA,"no",11,"no",NA,"highschool","retired","No","Divorced","other","democrat",NA,NA,"yes"
"75","28841","Wisconsin","Marinette WI",NA,"no",2,"no","Yes","highschool","retired","Yes","Married","other","did not vote",NA,"in person ","no"
"76","47134","Minnesota","Hennepin MN","democrat","no",32,"yes","No","undergraduate","employed","Yes","Married","own","democrat",NA,"by mail","no"
"77","27203","Pennsylvania","Indiana PA","democrat","no",5,"no","No","highschool","retired","Yes","Married","rent","democrat",NA,"in person ","no"
"78","59984","New Hampshire","Merrimack NH",NA,"no",2,"no","No","highschool","retired","Yes","Divorced","rent","republican",NA,NA,"yes"
"79","77797","Arizona","Maricopa AZ","republican","no",5,"no",NA,"highschool","retired","No","Married","own","republican",NA,"by mail","yes"
"80","48896","Virginia","Fairfax VA","republican","no",12,"no","No","highschool","retired","Yes","Married","own","republican",NA,"in person ","no"
"81","14253","North Carolina","Orange NC","democrat","no",7,"no",NA,"postgraduate","retired","No","Married","own","democrat",NA,"in person","yes"
"82","82798","Virginia","Northumberland VA","democrat","no",7,"no","Yes","postgraduate","retired","Yes","Divorced","own","democrat",NA,"in person ","yes"
"83","27290","North Carolina","Haywood NC","republican","yes",7,"no","No","undergraduate","employed","Yes","Married","rent","republican",NA,"in person","no"
"84","94093","Wisconsin","Winnebago WI","republican","no",11,"no",NA,"undergraduate","employed","No","Married","own","republican",NA,"in person","no"
"85","51880","Michigan","Ingham MI","democrat","no",5,"no",NA,"undergraduate","employed","No","Married","own","democrat",NA,"by mail","no"
"86","95959","North Carolina","Buncombe NC",NA,"yes",2,"no","Yes","highschool","employed","Yes","Single","other",NA,NA,NA,"no"
"87","53177","Georgia","Grady GA",NA,NA,4,"yes","No","highschool","unemployed","Yes","Married","rent",NA,NA,NA,"yes"
"88","76228","Pennsylvania","Dauphin PA","republican","yes",9,"no","Yes","highschool","other","Yes","Married","own","democrat",NA,"in person ","no"
"89","61527","Pennsylvania","Philadelphia PA","democrat","yes",7,"no","No","undergraduate","employed","Yes","Married","rent","democrat",NA,"in person ","no"
"90","00276","Michigan","St. Clair MI","democrat","no",3,"no",NA,"highschool","retired","No","Divorced","own","democrat",NA,"by mail","yes"
"91","74005","North Carolina","Moore NC","republican","no",4,"no",NA,"highschool","unemployed","No","Divorced","other","republican",NA,"in person ","no"
"92","57297","Virginia","Henrico VA","democrat","no",4,"no",NA,"highschool","retired","No","Single","rent","democrat",NA,"in person ","yes"
"93","42057","North Carolina","Brunswick NC","democrat","no",11,"no",NA,"undergraduate","retired","No","Married","own","democrat",NA,"in person","yes"
"94","64319","North Carolina","Buncombe NC","democrat","no",10,"no","No","postgraduate","retired","Yes","Married","own","democrat",NA,"in person","yes"
"95","73446","Pennsylvania","Lehigh PA","republican","no",11,"no","No","undergraduate","employed","Yes","Married","own","republican",NA,"in person ","no"
"96","28052","North Carolina","Columbus NC",NA,NA,1,"yes","No","highschool","other","Yes","Married","rent",NA,NA,NA,"no"
"97","11889","North Carolina","Wake NC","democrat","no",9,"no","No","postgraduate","retired","Yes","Married","own","democrat",NA,"in person","no"
"98","31744","Arizona","Yavapai AZ","republican","no",8,"no","No","highschool","employed","Yes","Married","own",NA,NA,"by mail","no"
"99","37642","Florida","Sarasota FL","republican","no",3,"no","Yes","highschool","retired","Yes","Married","rent","republican",NA,"in person","no"
"100","38151","Virginia","Henrico VA","democrat","yes",32,"no","Yes","postgraduate","retired","Yes","Divorced","rent","democrat",NA,"by mail","yes"
"101","07776","North Carolina","Brunswick NC","democrat","no",8,"no","Yes","highschool","retired","Yes","Married","own","democrat",NA,"in person","yes"
"102","82845","North Carolina","Guilford NC","republican","no",7,"no","Yes","highschool","retired","Yes","Married","own","republican",NA,"by mail","yes"
"103","34035","Minnesota","Hennepin MN","democrat","no",8,"no","No","undergraduate","employed","Yes","Divorced","own","democrat",NA,"in person","no"
"104","43277","North Carolina","Catawba NC","republican","no",2,"no","Yes","highschool","retired","Yes","Married","own","republican",NA,"in person","no"
"105","68462","Virginia","Virginia Beach city VA","democrat","no",5,"no","No","highschool","other","Yes","Divorced","own","democrat",NA,"in person ","yes"
"106","99654","North Carolina","Durham NC","democrat","no",11,"no",NA,"highschool","retired","No","Divorced","own","democrat",NA,"in person ","yes"
"107","87992","Florida","Hillsborough FL","republican","no",3,"no",NA,"highschool","retired","No","Widowed","own","republican",NA,"by mail","yes"
"108","18042","Nevada","Washoe NV",NA,"no",1,"no","Yes","highschool","unemployed","Yes","Divorced","other","republican",NA,NA,"yes"
"109","81731","Virginia","Chesterfield VA",NA,"yes",11,NA,"No","postgraduate","employed","Yes","Married","own","republican",NA,"in person ","no"
"110","13600","North Carolina","Pitt NC","democrat","no",1,"no",NA,"postgraduate","unemployed","No","Divorced","own","democrat",NA,"in person","yes"
"111","10887","North Carolina","Halifax NC","democrat","no",6,"no",NA,"postgraduate","retired","No","Married","own","democrat",NA,"in person","yes"
"112","49986","Arizona","Maricopa AZ","democrat","no",32,"no","Yes","highschool","other","Yes","Domestic partnership","own","democrat",NA,"by mail","yes"
"113","39622","North Carolina","Burke NC","republican","no",6,"no","No","highschool","other","Yes","Divorced","own","republican",NA,"in person","yes"
"114","54167","Florida","Miami-Dade FL","republican","no",5,"no","Yes","highschool","employed","Yes","Married","own","republican",NA,"in person ","no"
"115","09739","Michigan","Shiawassee MI",NA,"no",4,"no","No","highschool","retired","Yes","Married","own","democrat",NA,"in person ","yes"
"116","31387","Colorado","Jefferson CO","democrat","no",14,"no","No","postgraduate","employed","Yes","Married","own","democrat",NA,"by mail","no"
"117","88857","North Carolina","Forsyth NC","republican","no",32,"no",NA,"highschool","retired","No","Married","own","republican",NA,"in person","yes"
"118","55640","Pennsylvania","Bucks PA","democrat","no",7,"no",NA,"highschool","retired","No","Married","own","democrat",NA,"by mail","yes"
"119","35022","Pennsylvania","Allegheny PA","democrat","no",9,"no","No","undergraduate","retired","Yes","Married","own","democrat",NA,"in person ","yes"
"120","56489","North Carolina","Craven NC","republican","no",7,"no",NA,"postgraduate","retired","No","Married","rent","republican",NA,"in person ","yes"
"121","66456","Virginia","Fairfax VA",NA,"no",9,"no","No","postgraduate","employed","Yes","Single","other","did not vote",NA,"in person ","no"
"122","06302","Georgia","Fulton GA","democrat","no",32,"no",NA,"highschool","unemployed","No","Divorced","own","democrat",NA,"by mail","no"
"123","61363","Michigan","Allegan MI","democrat","no",2,"no","Yes","highschool","retired","Yes","Single","own","democrat",NA,"by mail","yes"
"124","95220","Wisconsin","Milwaukee WI","republican","no",3,"no",NA,"no_highschool","retired","No","Single","own","republican",NA,"in person ","yes"
"125","04197","Pennsylvania","Crawford PA","democrat","no",5,"no",NA,"highschool","retired","No","Married","own","democrat",NA,"in person ","yes"
"126","94647","North Carolina","Wake NC",NA,"no",9,"yes","Yes","postgraduate","employed","Yes","Married","own","republican",NA,"in person ","no"
"127","81521","Florida","Seminole FL","democrat","no",2,"no","No","undergraduate","other","Yes","Single","own","democrat",NA,"by mail","yes"
"128","33844","Minnesota","Scott MN","democrat","no",12,"yes","Yes","highschool","employed","Yes","Married","own","democrat",NA,"in person","no"
"129","02458","Wisconsin","Dane WI","democrat","no",11,"no","Yes","undergraduate","employed","Yes","Married","own","democrat",NA,"in person","no"
"130","72717","Colorado","Larimer CO","democrat","no",9,"no","Yes","postgraduate","employed","Yes","Married","own","democrat",NA,"by mail","no"
"131","38502","Georgia","Fulton GA","republican","no",9,"no",NA,"postgraduate","employed","No","Married","own","republican",NA,"in person ","no"
"132","10680","North Carolina","Durham NC","democrat","no",8,"no","No","undergraduate","employed","Yes","Divorced","own","democrat",NA,"in person","yes"
"133","27859","Wisconsin","Kenosha WI","democrat","yes",6,"yes","No","undergraduate","employed","Yes","Single","rent","democrat",NA,"in person ","yes"
"134","63500","Pennsylvania","Allegheny PA",NA,"no",5,"no","No","highschool","retired","Yes","Married","own","republican",NA,NA,"yes"
"135","03629","Arizona","Pinal AZ","republican","no",32,"no","No","highschool","retired","Yes","Divorced","rent","republican",NA,"in person ","yes"
"136","80911","Pennsylvania","Montgomery PA","republican","no",32,"no","Yes","postgraduate","retired","Yes","Married","own","republican",NA,"in person ","no"
"137","13062","Pennsylvania","Lycoming PA",NA,"no",8,"no","Yes","postgraduate","other","Yes","Married","own","democrat",NA,"in person ","no"
"138","91625","Georgia","Dougherty GA",NA,NA,32,"no","Yes","highschool","retired","Yes","Widowed","own","democrat",NA,NA,"yes"
"139","10617","Nevada","Clark NV","republican","no",4,"no",NA,"highschool","retired","No","Married","own",NA,NA,"in person","yes"
"140","92116","Wisconsin","Barron WI","democrat","no",4,"no",NA,"undergraduate","retired","No","Divorced","own","democrat",NA,"in person ","yes"
"141","36060","Michigan","Allegan MI","democrat","no",8,"no",NA,"undergraduate","employed","No","Single","own","democrat",NA,"in person ","no"
"142","69462","Virginia","Alexandria city VA","democrat","no",9,"no","Yes","undergraduate","employed","Yes","Single","rent","democrat",NA,"in person","no"
"143","27030","Colorado","Elbert CO","democrat","no",32,"no","No","undergraduate","employed","Yes","Domestic partnership","own","democrat",NA,"in person","no"
"144","59320","Pennsylvania","Pike PA","republican","no",14,"no","No","undergraduate","retired","Yes","Married","own","republican",NA,"in person ","no"
"145","82192","Nevada","Clark NV","democrat","no",8,"no",NA,"undergraduate","other","No","Married","own","democrat",NA,"in person","no"
"146","05273","Colorado","El Paso CO","republican","no",5,"no",NA,"highschool","employed","No","Married","rent","republican",NA,"by mail","no"
"147","94728","Florida","Miami-Dade FL","republican","no",9,"no",NA,"postgraduate","employed","No","Single","own","republican",NA,"in person","no"
"148","61738","North Carolina","Guilford NC","democrat","no",6,"no",NA,"postgraduate","retired","No","Married","own","democrat",NA,"in person","no"
"149","63427","Colorado","El Paso CO","democrat","no",4,"no","Yes","undergraduate","unemployed","Yes","Single","rent","did not vote",NA,"by mail","yes"
"150","60464","Florida","Pinellas FL","democrat","yes",3,"no","Yes","undergraduate","employed","Yes","Married","own","democrat",NA,"in person","no"
"151","75117","Michigan","Lenawee MI","democrat","no",6,"no",NA,"highschool","retired","No","Married","own","democrat",NA,"by mail","no"
"152","76184","Virginia","Chesapeake city VA","republican","no",13,"no",NA,"postgraduate","employed","No","Married","own","republican",NA,"in person ","no"
"153","09272","Florida","Pinellas FL","republican","no",8,"no",NA,"highschool","retired","No","Married","own","republican",NA,"in person ","yes"
"154","41497","Arizona","Cochise AZ","republican","no",6,"no","No","undergraduate","retired","Yes","Married","own","republican",NA,"by mail","yes"
"155","74630","Pennsylvania","Montgomery PA","democrat","no",2,"no","Yes","undergraduate","employed","Yes","Single","rent","democrat",NA,"in person ","no"
"156","03857","Georgia","Fulton GA","republican","no",11,"yes",NA,"undergraduate","employed","No","Married","own","republican",NA,"in person ","no"
"157","03048","Florida","Orange FL","republican","yes",9,"no",NA,"undergraduate","employed","No","Married","own","republican",NA,"by mail","no"
"158","82448","Florida","Seminole FL",NA,"no",11,"no",NA,"undergraduate","employed","No","Married","own","republican",NA,"by mail","no"
"159","50833","Virginia","Smyth VA","republican","yes",10,"yes","Yes","postgraduate","employed","Yes","Married","rent","republican",NA,"in person ","no"
"160","84439","Wisconsin","Outagamie WI","republican","no",10,"no",NA,"highschool","employed","No","Married","own","democrat",NA,"in person ","no"
"161","30461","Pennsylvania","Northampton PA",NA,"yes",5,"no","No","highschool","employed","Yes","Married","own",NA,NA,NA,"no"
"162","98980","Nevada","Clark NV",NA,"no",32,"no","No","highschool","unemployed","Yes","Single","other",NA,NA,"in person ","no"
"163","60242","Georgia","Fulton GA",NA,"no",12,"no","Yes","postgraduate","retired","Yes","Married","rent","republican",NA,"in person ","yes"
"164","93095","Colorado","Jefferson CO","democrat","yes",11,"yes","Yes","postgraduate","employed","Yes","Married","own","democrat",NA,"by mail","no"
"165","15040","Minnesota","Hennepin MN","republican","no",5,"no",NA,"highschool","retired","No","Married","rent","republican",NA,"in person ","yes"
"166","08462","Arizona","Pima AZ","democrat","no",12,"no",NA,"highschool","employed","No","Married","own","democrat",NA,"by mail","no"
"167","32652","Virginia","Spotsylvania VA","republican","no",8,"no",NA,"postgraduate","retired","No","Married","own","republican",NA,"in person ","no"
"168","96494","Wisconsin","Vilas WI","republican","no",7,"no","Yes","postgraduate","employed","Yes","Married","own","republican",NA,"in person ","no"
"169","13142","North Carolina","Mecklenburg NC","democrat","no",13,"yes","Yes","postgraduate","retired","Yes","Married","own","democrat",NA,"in person","no"
"170","67689","Colorado","Denver CO","democrat","no",9,"no","Yes","highschool","retired","Yes","Married","own","democrat",NA,"by mail","yes"
"171","65852","Wisconsin","Washington WI","republican","no",3,"no",NA,"highschool","retired","No","Divorced","rent","republican",NA,"in person","yes"
"172","99833","Florida","Broward FL","democrat","no",3,"no",NA,"undergraduate","other","No","Widowed","own","democrat",NA,"by mail","yes"
"173","33492","Colorado","Teller CO","republican","no",3,"no","Yes","undergraduate","retired","Yes","Single","own","republican",NA,"by mail","yes"
"174","64538","Nevada","Clark NV",NA,"yes",9,"yes","No","postgraduate","employed","Yes","Married","own","republican",NA,"in person ","no"
"175","47922","Pennsylvania","Berks PA","republican","no",6,"no",NA,"undergraduate","retired","No","Divorced","own","did not vote",NA,"in person ","no"
"176","33201","Wisconsin","Dunn WI","republican","no",4,"no","No","highschool","retired","Yes","Widowed","own","republican",NA,"in person ","yes"
"177","89947","Michigan","Midland MI","republican","yes",5,"no","No","highschool","retired","Yes","Married","own","republican",NA,"in person ","yes"
"178","43661","North Carolina","Durham NC","democrat","yes",3,"no",NA,"highschool","employed","No","Divorced","own","democrat",NA,"in person","no"
"179","17732","New Hampshire","Rockingham NH","republican","no",32,"no","Yes","postgraduate","employed","Yes","Married","own","republican",NA,"in person ","no"
"180","33593","Georgia","Muscogee GA",NA,NA,2,"no","No","undergraduate","student","Yes","Single","rent",NA,NA,NA,"yes"
"181","93953","Pennsylvania","Cambria PA","democrat","no",3,"no","No","undergraduate","retired","Yes","Divorced","rent","democrat",NA,"in person ","yes"
"182","18091","Arizona","Maricopa AZ","democrat","no",32,"no","Yes","undergraduate","other","Yes","Divorced","rent","democrat",NA,"by mail","yes"
"183","51237","North Carolina","Durham NC",NA,"no",6,"no",NA,"highschool","retired","No","Married","own","republican",NA,"in person","yes"
"184","15722","Pennsylvania","Butler PA","republican","no",6,"yes","Yes","undergraduate","other","Yes","Married","own","republican",NA,"in person ","no"
"185","78585","Pennsylvania","Dauphin PA","republican","no",32,"yes","No","highschool","other","Yes","Married","own","republican",NA,"in person ","no"
"186","38531","Arizona","Maricopa AZ",NA,"yes",6,"yes","No","highschool","employed","Yes","Married","rent","democrat",NA,NA,"no"
"187","77016","Virginia","Arlington VA","republican","no",13,"no","No","highschool","employed","Yes","Married","own","republican",NA,"in person","no"
"188","95290","Michigan","Shiawassee MI","democrat","yes",5,"yes","Yes","postgraduate","employed","Yes","Married","other","republican",NA,"in person ","yes"
"189","42555","Florida","Miami-Dade FL",NA,NA,2,"yes","No","highschool","unemployed","Yes","Married","rent",NA,NA,NA,"no"
"190","37901","Minnesota","Hennepin MN","republican","no",6,"no","Yes","highschool","employed","Yes","Divorced","own","republican",NA,"in person ","no"
"191","20833","Pennsylvania","Clearfield PA","republican","no",4,"no","No","highschool","retired","Yes","Married","own","republican",NA,"in person ","yes"
"192","37804","North Carolina","Wake NC",NA,"no",5,"yes","No","undergraduate","other","Yes","Married","own","republican",NA,"in person","no"
"193","22790","Florida","Pasco FL","democrat","no",2,"no",NA,"highschool","retired","No","Married","own",NA,NA,"by mail","no"
"194","32364","Michigan","Grand Traverse MI","democrat","no",14,"no","Yes","postgraduate","retired","Yes","Married","own","democrat",NA,"in person ","no"
"195","18337","Florida","Palm Beach FL","democrat","no",12,"no","Yes","postgraduate","employed","Yes","Married","own","democrat",NA,"in person","no"
"196","21302","Florida","Martin FL",NA,NA,32,"no","No","highschool","retired","Yes","Widowed","own","democrat",NA,NA,"no"
"197","73218","Florida","Hillsborough FL",NA,"no",2,"no",NA,"undergraduate","employed","No","Single","own","republican",NA,"in person ","no"
"198","63054","Pennsylvania","Dauphin PA","republican","no",7,"no","Yes","undergraduate","retired","Yes","Married","own","republican",NA,"in person ","yes"
"199","69342","North Carolina","Pender NC","republican","no",9,"no",NA,"highschool","retired","No","Domestic partnership","own","republican",NA,"in person ","no"
"200","89882","Arizona","Cochise AZ","democrat","yes",2,"no",NA,"highschool","retired","No","Domestic partnership","own","democrat",NA,"by mail","yes"
"201","43819","New Hampshire","Grafton NH","democrat","no",11,"no","No","postgraduate","employed","Yes","Married","own","democrat",NA,"by mail","no"
"202","39355","Florida","Pinellas FL","democrat","no",13,"no",NA,"postgraduate","employed","No","Married","own","democrat",NA,"by mail","no"
"203","79892","Pennsylvania","Allegheny PA","republican","no",3,"no","Yes","highschool","retired","Yes","Married","rent","republican",NA,"in person ","yes"
"204","98245","Michigan","Lenawee MI","republican","no",6,"no",NA,"highschool","retired","No","Married","own","republican",NA,"in person ","yes"
"205","55131","Virginia","Warren VA","democrat","no",10,"no","No","highschool","retired","Yes","Married","own","democrat",NA,"in person ","yes"
"206","08506","Minnesota","Hennepin MN","republican","no",11,"no","Yes","undergraduate","employed","Yes","Married","own","republican",NA,"in person","no"
"207","77982","New Hampshire","Rockingham NH","democrat","no",12,"yes","No","undergraduate","retired","Yes","Married","own","democrat",NA,"in person ","no"
"208","64178","Arizona","Maricopa AZ","republican","no",9,"yes",NA,"highschool","employed","No","Married","own","republican",NA,"in person ","no"
"209","10104","Georgia","Whitfield GA","republican","no",5,"yes","No","no_highschool","other","Yes","Married","rent",NA,NA,"in person ","no"
"210","87219","Virginia","Alexandria city VA","republican","no",12,"no","No","undergraduate","employed","Yes","Married","own","republican",NA,"in person ","no"
"211","22563","Georgia","Barrow GA",NA,"no",4,"yes","No","no_highschool","employed","Yes","Single","rent",NA,NA,NA,"no"
"212","77210","Arizona","Maricopa AZ","democrat","no",5,"no",NA,"highschool","employed","No","Divorced","own","democrat",NA,"by mail","yes"
"213","63640","Florida","Brevard FL","democrat","no",10,"no","Yes","highschool","other","Yes","Married","own","democrat",NA,"by mail","no"
"214","98825","Florida","Polk FL","republican","no",3,"no","Yes","highschool","other","Yes","Married","own","republican",NA,"in person","yes"
