"","ballot_ID","state","county","voted_2016","student_loan","faminc","child_u18","followed_event_fb","education","employment","social_media","marital_status","home_owner_status","voted_2012","birth_year","vote_method","health_insurance"
"7855","50981","Pennsylvania","Allegheny PA",NA,"no",3,"yes","Yes","highschool","employed","Yes","Married","rent",NA,NA,NA,"no"
"7856","87271","Pennsylvania","Columbia PA","republican","no",32,"no","Yes","highschool","employed","Yes","Married","rent","republican",NA,"in person ","no"
"7857","95498","Wisconsin","Waukesha WI",NA,"no",2,"no","No","highschool","other","Yes","Divorced","rent","democrat",NA,NA,"yes"
"7858","58499","North Carolina","Iredell NC","did not vote","no",3,"yes","Yes","undergraduate","employed","Yes","Married","rent","republican",NA,"in person ","no"
"7859","08910","Michigan","Oakland MI","democrat","no",11,"no","No","highschool","other","Yes","Married","own","democrat",NA,"in person ","no"
"7860","07449","Pennsylvania","Erie PA","republican","yes",8,"yes","No","highschool","employed","Yes","Married","rent","democrat",NA,"in person ","no"
"7861","87357","North Carolina","Iredell NC",NA,NA,1,"no","No","undergraduate","employed","Yes","Married","rent","republican",NA,NA,"no"
"7862","68970","Georgia","Montgomery GA",NA,"no",2,"no","No","highschool","other","Yes","Married","own",NA,NA,NA,"no"
"7863","04883","Colorado","Adams CO","republican","no",8,"no","Yes","undergraduate","employed","Yes","Single","own","republican",NA,"in person","no"
"7864","38718","Virginia","Henrico VA","democrat","no",12,"no",NA,"undergraduate","employed","No","Married","own","democrat",NA,"in person ","no"
"7865","50279","Pennsylvania","Clearfield PA","democrat","yes",4,"yes","No","undergraduate","other","Yes","Married","own","democrat",NA,"in person ","yes"
"7866","79700","Michigan","Midland MI","democrat","no",11,"no","Yes","postgraduate","employed","Yes","Married","own","democrat",NA,"in person ","no"
"7867","42692","Virginia","Chesterfield VA","democrat","yes",9,"yes","Yes","postgraduate","employed","Yes","Married","own","democrat",NA,"by mail","no"
"7868","95217","Pennsylvania","Philadelphia PA",NA,NA,1,"no",NA,"highschool","other","No","Single","rent",NA,NA,NA,"yes"
"7869","49737","Colorado","Jefferson CO","democrat","no",6,"no",NA,"highschool","other","No","Married","rent","democrat",NA,"by mail","yes"
"7870","18466","Florida","St. Lucie FL",NA,"no",6,"yes",NA,"highschool","employed","No","Single","own","democrat",NA,NA,"no"
"7871","04032","Pennsylvania","Bucks PA","republican","no",4,"no","Yes","highschool","employed","Yes","Married","own","republican",NA,"in person ","no"
"7872","41770","Minnesota","Ramsey MN","republican","no",2,"no","No","highschool","unemployed","Yes","Divorced","own","republican",NA,"in person ","yes"
"7873","60554","North Carolina","Forsyth NC",NA,"no",3,"no",NA,"highschool","employed","No","Single","other",NA,NA,NA,"no"
"7874","68411","Wisconsin","Winnebago WI","republican","no",4,"no",NA,"highschool","employed","No","Divorced","rent","democrat",NA,"in person ","no"
"7875","84389","Florida","Palm Beach FL",NA,"no",11,"no","Yes","highschool","employed","Yes","Married","own","did not vote",NA,"in person ","no"
"7876","54220","New Hampshire","Merrimack NH","republican","no",4,"no","No","highschool","other","Yes","Married","own","republican",NA,"in person ","yes"
"7877","60723","Florida","Duval FL","democrat","no",4,"no","No","highschool","retired","Yes","Single","own","democrat",NA,"in person","yes"
"7878","57938","North Carolina","Stanly NC","republican","no",1,"no",NA,"highschool","other","No","Domestic partnership","rent",NA,NA,"in person ","yes"
"7879","58811","Nevada","Clark NV",NA,NA,10,"no","No","undergraduate","employed","Yes","Married","own","democrat",NA,NA,"no"
"7880","10456","North Carolina","Orange NC","democrat","no",32,"no","No","undergraduate","student","Yes","Single","rent",NA,NA,"in person","no"
"7881","83035","New Hampshire","Hillsborough NH",NA,"no",6,"no","Yes","highschool","employed","Yes","Single","rent","did not vote",NA,"in person ","no"
"7882","64678","Colorado","Fremont CO","republican","yes",2,"yes","No","highschool","employed","Yes","Domestic partnership","own","republican",NA,"by mail","yes"
"7883","46450","Minnesota","Ramsey MN","democrat","yes",32,"no",NA,"postgraduate","employed","No","Domestic partnership","rent","democrat",NA,"in person ","no"
"7884","65308","Minnesota","Goodhue MN",NA,"yes",7,"no","Yes","highschool","employed","Yes","Married","own","democrat",NA,"in person","no"
"7885","43919","Pennsylvania","Cumberland PA",NA,"yes",4,"yes","No","highschool","employed","Yes","Married","rent",NA,NA,NA,"no"
"7886","21703","Wisconsin","La Crosse WI",NA,"yes",2,"yes","No","highschool","other","Yes","Married","rent",NA,NA,NA,"yes"
"7887","94734","Florida","Broward FL","democrat","no",6,"no","No","highschool","unemployed","Yes","Married","rent","democrat",NA,"in person","yes"
"7888","32448","Florida","Citrus FL","republican","no",7,"no",NA,"no_highschool","retired","No","Married","own","republican",NA,"by mail","yes"
"7889","88832","Wisconsin","Fond du Lac WI","republican","no",3,"no","No","highschool","employed","Yes","Married","rent","republican",NA,"in person ","no"
"7890","30110","Minnesota","Washington MN","democrat","no",32,"no","No","highschool","other","Yes","Married","own","democrat",NA,"in person ","yes"
"7891","18344","Florida","Hillsborough FL","democrat","no",32,"no","No","highschool","retired","Yes","Married","own","democrat",NA,"by mail","yes"
"7892","76211","Florida","Miami-Dade FL",NA,NA,1,"yes",NA,"highschool","employed","No","Divorced","rent",NA,NA,NA,"no"
"7893","44740","Wisconsin","Columbia WI","democrat","no",10,"yes","No","highschool","employed","Yes","Married","own","democrat",NA,"in person ","no"
"7894","67337","Minnesota","Ramsey MN","republican","no",16,"no",NA,"highschool","employed","No","Married","own","republican",NA,"in person ","no"
"7895","18079","Florida","Clay FL",NA,NA,5,"no","Yes","highschool","employed","Yes","Single","rent",NA,NA,NA,"yes"
"7896","57928","Pennsylvania","Allegheny PA","democrat","no",5,"no","Yes","highschool","employed","Yes","Divorced","rent","democrat",NA,"in person ","yes"
"7897","66949","Arizona","Maricopa AZ","republican","no",5,"no",NA,"undergraduate","employed","No","Single","rent","republican",NA,"in person ","no"
"7898","52376","Florida","Lee FL","republican","no",3,"yes","No","highschool","other","Yes","Married","rent","democrat",NA,"in person ","yes"
"7899","63497","Florida","Broward FL","democrat","no",13,"no","Yes","undergraduate","employed","Yes","Married","own","democrat",NA,"by mail","no"
"7900","21859","Colorado","Jefferson CO","republican","no",9,"no","No","undergraduate","employed","Yes","Married","own","republican",NA,"in person","no"
"7901","11788","Pennsylvania","Philadelphia PA","democrat","no",4,"no","No","undergraduate","employed","Yes","Married","rent","democrat",NA,"in person ","no"
"7902","12830","Pennsylvania","Lancaster PA","democrat","yes",9,"no",NA,"undergraduate","retired","No","Married","own","democrat",NA,"in person ","yes"
"7903","92313","Wisconsin","Waukesha WI",NA,"no",4,"no",NA,"highschool","retired","No","Widowed","own","democrat",NA,NA,"yes"
"7904","47373","Arizona","Maricopa AZ","democrat","no",8,"yes","Yes","highschool","other","Yes","Married","own","democrat",NA,"by mail","no"
"7905","20859","Virginia","Loudoun VA","democrat","no",13,"yes",NA,"postgraduate","employed","No","Married","own","democrat",NA,"in person ","no"
"7906","79468","Florida","Seminole FL",NA,NA,32,"no","Yes","highschool","employed","Yes","Single","own",NA,NA,NA,"no"
"7907","89770","North Carolina","Wake NC",NA,"yes",6,"no","No","undergraduate","employed","Yes","Single","other",NA,NA,NA,"no"
"7908","74244","Pennsylvania","Montgomery PA","democrat","yes",12,"no",NA,"highschool","employed","No","Married","own",NA,NA,"in person ","no"
"7909","62067","Florida","Broward FL","democrat","no",5,"yes","No","highschool","employed","Yes","Married","own","democrat",NA,"by mail","no"
"7910","82580","Florida","Palm Beach FL","democrat","no",10,"no","No","highschool","employed","Yes","Married","rent","democrat",NA,"in person","no"
"7911","34439","Florida","Duval FL","democrat","yes",3,"no","Yes","highschool","student","Yes","Single","rent",NA,NA,"by mail","yes"
"7912","05400","Florida","Orange FL","republican","no",32,"no","No","highschool","retired","Yes","Widowed","own","republican",NA,"in person ","yes"
"7913","05284","Nevada","Clark NV",NA,"yes",3,NA,"No","highschool","other","Yes","Domestic partnership","rent",NA,NA,NA,"yes"
"7914","47533","Wisconsin","Dane WI","democrat","no",4,"no",NA,"highschool","other","No","Divorced","rent","democrat",NA,"in person","yes"
"7915","63662","Minnesota","Todd MN","republican","no",10,"yes","Yes","highschool","employed","Yes","Married","own",NA,NA,"in person ","no"
"7916","35203","Minnesota","Hennepin MN",NA,"no",11,"no","No","highschool","employed","Yes","Married","own","democrat",NA,"in person ","no"
"7917","70939","Michigan","Midland MI","republican","yes",9,"no","No","highschool","employed","Yes","Divorced","own","republican",NA,"in person ","no"
"7918","00988","Florida","St. Johns FL",NA,"no",5,"no",NA,"highschool","retired","No","Married","own","republican",NA,NA,"yes"
"7919","46819","Pennsylvania","Washington PA","democrat","yes",6,"no","No","undergraduate","student","Yes","Single","rent","democrat",NA,"by mail","no"
"7920","87245","Minnesota","St. Louis MN",NA,"no",3,"no",NA,"highschool","employed","No","Single","rent","democrat",NA,"in person ","no"
"7921","77039","Michigan","Kalamazoo MI",NA,"no",32,"no","Yes","highschool","employed","Yes","Married","own","democrat",NA,"in person ","no"
"7922","25479","Wisconsin","Winnebago WI","republican","no",32,"no",NA,"highschool","retired","No","Widowed","own","republican",NA,"in person","no"
"7923","42319","Arizona","Pima AZ","democrat","yes",7,"no","No","postgraduate","employed","Yes","Single","own","democrat",NA,"by mail","no"
"7924","73842","Pennsylvania","Philadelphia PA","republican","no",10,"no","No","postgraduate","employed","Yes","Single","rent","republican",NA,"in person ","no"
"7925","63659","North Carolina","Wake NC","democrat","no",12,"yes","Yes","postgraduate","employed","Yes","Married","own","democrat",NA,"in person","no"
"7926","45694","Pennsylvania","Westmoreland PA","not sure","no",7,"no","Yes","postgraduate","retired","Yes","Single","own","democrat",NA,"in person ","no"
"7927","15564","Georgia","Gwinnett GA","democrat","yes",3,"no","No","highschool","other","Yes","Married","rent","democrat",NA,"in person","yes"
"7928","44492","Pennsylvania","Philadelphia PA",NA,"no",1,"no","No","highschool","other","Yes","Single","own",NA,NA,NA,"no"
"7929","10223","Colorado","Morgan CO","republican","no",2,"no","Yes","highschool","unemployed","Yes","Married","own","republican",NA,"by mail","yes"
"7930","52186","Michigan","St. Clair MI","democrat","no",7,"no","No","highschool","other","Yes","Married","own","democrat",NA,"in person ","no"
"7931","55421","Georgia","DeKalb GA","democrat","no",11,"no","Yes","highschool","retired","Yes","Married","own","democrat",NA,"in person","no"
"7932","87807","Pennsylvania","Lycoming PA","republican","no",5,"no",NA,"highschool","employed","No","Single","own","republican",NA,"in person ","no"
"7933","41028","Minnesota","Hennepin MN","democrat","no",5,"no","No","highschool","employed","Yes","Single","rent","democrat",NA,"in person ","no"
"7934","27038","Wisconsin","Polk WI",NA,"no",4,"yes","No","highschool","employed","Yes","Married","rent","republican",NA,NA,"no"
"7935","04520","New Hampshire","Rockingham NH","democrat","no",10,"no",NA,"highschool","employed","No","Married","own","democrat",NA,"in person ","no"
"7936","50415","Colorado","Weld CO","republican","no",7,"yes","No","highschool","employed","Yes","Married","own",NA,NA,"in person","no"
"7937","81859","Georgia","Fulton GA",NA,"no",4,"yes","No","undergraduate","employed","Yes","Married","rent","republican",NA,"in person","no"
"7938","79289","Florida","Lake FL",NA,"no",1,"yes","No","highschool","unemployed","Yes","Married","own","did not vote",NA,"in person","yes"
"7939","25381","Pennsylvania","Northumberland PA","republican","no",4,"no","Yes","highschool","other","Yes","Divorced","other",NA,NA,"in person ","yes"
"7940","10504","Virginia","Portsmouth city VA","democrat","no",4,"no","No","highschool","employed","Yes","Single","rent","democrat",NA,"in person ","no"
"7941","67743","Florida","Pasco FL",NA,"no",8,"no",NA,"highschool","student","No","Single","own",NA,NA,NA,"no"
"7942","89068","Pennsylvania","Philadelphia PA","democrat","no",9,"no",NA,"undergraduate","employed","No","Divorced","own","democrat",NA,"in person ","no"
"7943","64640","Michigan","Osceola MI",NA,"no",3,"no","No","highschool","employed","Yes","Married","rent",NA,NA,NA,"no"
"7944","99379","Minnesota","Crow Wing MN",NA,NA,4,"no","Yes","highschool","employed","Yes","Single","rent","democrat",NA,NA,"no"
"7945","08960","Arizona","Pima AZ","democrat","no",5,"no","Yes","undergraduate","employed","Yes","Single","own","democrat",NA,"by mail","no"
"7946","86739","Michigan","Isabella MI",NA,NA,4,"yes","Yes","postgraduate","unemployed","Yes","Married","own","democrat",NA,NA,"yes"
"7947","34843","Virginia","Danville city VA",NA,NA,3,"yes","No","highschool","other","Yes","Married","rent","republican",NA,NA,"yes"
"7948","26524","Minnesota","Rice MN","democrat","yes",7,"no","No","highschool","employed","Yes","Domestic partnership","own","democrat",NA,"in person","yes"
"7949","19289","Wisconsin","Milwaukee WI","democrat","no",4,"yes","No","highschool","other","Yes","Married","own","democrat",NA,"in person ","no"
"7950","75274","Florida","Pinellas FL","democrat","yes",5,"yes","No","undergraduate","employed","Yes","Divorced","own","democrat",NA,"in person","no"
"7951","13417","New Hampshire","Rockingham NH","democrat","yes",5,"yes","No","undergraduate","other","Yes","Married","rent","democrat",NA,"in person ","yes"
"7952","09324","Florida","Collier FL","republican","no",9,"no",NA,"no_highschool","employed","No","Married","own","republican",NA,"in person","yes"
"7953","34427","Arizona","Maricopa AZ","republican","yes",8,"no",NA,"highschool","retired","No","Married","own","republican",NA,"by mail","yes"
"7954","01403","New Hampshire","Merrimack NH","democrat","no",32,"no",NA,"highschool","retired","No","Married","own","democrat",NA,"in person ","yes"
"7955","67285","Georgia","Fulton GA",NA,"no",10,"no","No","undergraduate","employed","Yes","Married","own",NA,NA,NA,"no"
"7956","52864","Arizona","Pinal AZ","republican","no",11,"yes","No","highschool","employed","Yes","Married","own","republican",NA,"in person ","no"
"7957","66676","New Hampshire","Merrimack NH",NA,"no",1,"no",NA,"highschool","employed","No","Married","own",NA,NA,NA,"no"
"7958","77088","Florida","Orange FL","democrat","yes",9,"yes","No","highschool","employed","Yes","Married","rent","democrat",NA,"by mail","no"
"7959","52127","Minnesota","Dakota MN",NA,NA,11,"no","No","highschool","employed","Yes","Married","own","did not vote",NA,NA,"no"
"7960","12208","Arizona","Maricopa AZ",NA,NA,8,"no","No","highschool","employed","Yes","Single","own",NA,NA,NA,"yes"
"7961","84981","North Carolina","Mecklenburg NC","democrat","no",10,"no","Yes","undergraduate","employed","Yes","Domestic partnership","own","democrat",NA,"in person","no"
"7962","27936","Michigan","St. Clair MI","republican","no",8,"no","No","highschool","other","Yes","Married","own","republican",NA,"by mail","yes"
"7963","14879","New Hampshire","Strafford NH","republican","no",8,"no",NA,"highschool","retired","No","Married","own","republican",NA,"in person ","no"
"7964","00570","North Carolina","Catawba NC","republican","yes",7,"yes",NA,"highschool","employed","No","Married","own","republican",NA,"in person","no"
"7965","64524","Florida","Seminole FL","republican","no",10,"no","No","highschool","employed","Yes","Married","rent","republican",NA,"by mail","no"
"7966","70094","Pennsylvania","Northumberland PA",NA,"no",4,"no","No","highschool","unemployed","Yes","Married","own",NA,NA,NA,"no"
"7967","00705","Georgia","Carroll GA","republican","no",2,"no","Yes","no_highschool","unemployed","Yes","Single","own","democrat",NA,"in person","yes"
"7968","06557","Virginia","Wythe VA","democrat","no",2,"no","No","highschool","other","Yes","Divorced","own",NA,NA,"by mail","yes"
"7969","23224","North Carolina","Pasquotank NC",NA,"no",6,"yes","No","highschool","other","Yes","Married","rent",NA,NA,NA,"no"
"7970","45436","Nevada","Clark NV","republican","no",9,"no",NA,"highschool","retired","No","Married","own","republican",NA,"by mail","yes"
"7971","25958","Pennsylvania","Montgomery PA",NA,NA,11,"yes",NA,"postgraduate","employed","No","Married","own","democrat",NA,NA,"no"
"7972","44252","Arizona","Maricopa AZ","republican","yes",7,"no","No","postgraduate","employed","Yes","Single","rent","republican",NA,"in person ","no"
"7973","10528","Florida","Okaloosa FL","republican","yes",4,"yes","No","undergraduate","employed","Yes","Married","rent","republican",NA,"in person","no"
"7974","38094","Pennsylvania","Westmoreland PA","republican","yes",7,"no",NA,"highschool","employed","No","Married","own",NA,NA,"by mail","no"
"7975","71198","North Carolina","Forsyth NC","republican","no",7,"no","No","highschool","retired","Yes","Married","own","republican",NA,"by mail","yes"
"7976","46409","Minnesota","Waseca MN","republican","no",6,"yes",NA,"highschool","other","No","Married","rent","republican",NA,"in person ","no"
"7977","91066","Pennsylvania","Philadelphia PA","democrat","no",3,"no","No","highschool","employed","Yes","Single","rent","democrat",NA,"in person ","yes"
"7978","47959","Colorado","Adams CO","democrat","no",1,"no","No","highschool","retired","Yes","Divorced","other","democrat",NA,"by mail","no"
"7979","71130","Florida","Highlands FL","republican","no",32,"no",NA,"highschool","retired","No","Married","own","republican",NA,"in person","no"
"7980","01475","Pennsylvania","Philadelphia PA","democrat","no",32,"yes","No","no_highschool","other","Yes","Single","own","democrat",NA,"in person ","yes"
"7981","91761","Arizona","Pima AZ","democrat","yes",9,"no","Yes","highschool","retired","Yes","Married","own","democrat",NA,"in person ","no"
"7982","38072","New Hampshire","Rockingham NH",NA,NA,9,"yes","Yes","highschool","employed","Yes","Divorced","own",NA,NA,NA,"yes"
"7983","41270","North Carolina","Wake NC","republican","no",11,"no",NA,"undergraduate","employed","No","Married","own","republican",NA,"in person","no"
"7984","48793","Wisconsin","Polk WI","republican","no",3,"no",NA,"highschool","employed","No","Single","rent","did not vote",NA,"in person ","no"
"7985","27514","Pennsylvania","Bucks PA","republican","no",5,"no","Yes","highschool","employed","Yes","Divorced","own","republican",NA,"in person ","no"
"7986","15075","Wisconsin","Douglas WI","democrat","yes",2,"no","No","highschool","employed","Yes","Divorced","own","democrat",NA,"in person ","yes"
"7987","36231","Pennsylvania","Lawrence PA","republican","no",7,"no","No","highschool","other","Yes","Married","own",NA,NA,"in person ","no"
"7988","20760","Pennsylvania","Westmoreland PA","republican","no",5,"no","No","highschool","employed","Yes","Single","own","republican",NA,"in person ","no"
"7989","30064","Florida","Leon FL","democrat","yes",32,"no","Yes","postgraduate","employed","Yes","Single","rent","did not vote",NA,"by mail","no"
"7990","02027","Wisconsin","Sheboygan WI","democrat","no",2,"no","No","highschool","retired","Yes","Single","own","democrat",NA,"in person","yes"
"7991","32156","Pennsylvania","Bucks PA","democrat","no",11,"no",NA,"undergraduate","employed","No","Single","rent",NA,NA,"in person ","no"
"7992","29119","Virginia","Chesterfield VA",NA,NA,32,"yes","No","undergraduate","employed","Yes","Married","own","republican",NA,NA,"no"
"7993","07565","Nevada","Washoe NV","republican","no",4,"no","No","highschool","other","Yes","Widowed","rent","democrat",NA,"in person ","yes"
"7994","64892","Minnesota","Ramsey MN","democrat","no",12,"no","No","postgraduate","employed","Yes","Married","own","democrat",NA,"in person ","no"
"7995","50176","Colorado","Jefferson CO","democrat","yes",9,"no","Yes","postgraduate","employed","Yes","Single","rent","democrat",NA,"by mail","no"
"7996","31354","Michigan","Macomb MI",NA,"no",10,"no","No","undergraduate","employed","Yes","Married","own","republican",NA,"in person ","no"
"7997","19909","Florida","Seminole FL","democrat","no",8,"no","Yes","undergraduate","other","Yes","Single","other","democrat",NA,"by mail","no"
"7998","40865","Florida","Polk FL","republican","no",3,"no",NA,"highschool","retired","No","Married","rent","republican",NA,"in person ","yes"
"7999","39136","Minnesota","Hennepin MN","democrat","no",4,"no",NA,"highschool","employed","No","Divorced","own","democrat",NA,"in person ","no"
"8000","33006","Florida","Palm Beach FL","republican","no",3,"no","Yes","highschool","other","Yes","Married","rent","republican",NA,"in person ","no"
"8001","94455","Virginia","Prince William VA","republican","no",4,"no","No","highschool","other","Yes","Divorced","rent",NA,NA,"in person ","yes"
"8002","03999","Florida","Miami-Dade FL","republican","no",13,"no","No","undergraduate","student","Yes","Single","other","republican",NA,"in person","no"
"8003","16137","Georgia","DeKalb GA","republican","no",13,"no",NA,"undergraduate","employed","No","Widowed","own","did not vote",NA,"in person","no"
"8004","31134","Florida","Pinellas FL","republican","no",9,"yes","Yes","highschool","retired","Yes","Married","own","republican",NA,"by mail","yes"
"8005","62217","Pennsylvania","Bucks PA",NA,"no",32,"no","No","highschool","employed","Yes","Divorced","rent",NA,NA,NA,"no"
"8006","35858","Minnesota","Hennepin MN","republican","no",11,"no",NA,"highschool","other","No","Married","rent","republican",NA,"in person","no"
"8007","92810","Pennsylvania","Mc Kean PA",NA,"no",1,"no","No","highschool","other","Yes","Married","rent",NA,NA,NA,"yes"
"8008","33463","North Carolina","Avery NC","republican","no",7,"no","No","highschool","employed","Yes","Divorced","own","republican",NA,"in person ","no"
"8009","60410","Florida","Miami-Dade FL","democrat","yes",12,"no","No","undergraduate","employed","Yes","Single","own","democrat",NA,"by mail","no"
"8010","22480","Michigan","Kent MI",NA,"no",3,"no",NA,"highschool","employed","No","Divorced","rent",NA,NA,NA,"yes"
"8011","64224","North Carolina","Union NC",NA,"no",9,"no",NA,"undergraduate","employed","No","Married","own","did not vote",NA,"in person ","no"
"8012","59318","Pennsylvania","Philadelphia PA",NA,"yes",6,"yes","No","highschool","employed","Yes","Domestic partnership","own","democrat",NA,"in person ","no"
"8013","16690","North Carolina","Rowan NC","democrat","no",32,"yes","No","highschool","employed","Yes","Divorced","rent","democrat",NA,"in person ","no"
"8014","88619","Michigan","Wexford MI","democrat","yes",32,"no","Yes","undergraduate","other","Yes","Divorced","rent","democrat",NA,"in person ","yes"
"8015","12605","Minnesota","Hennepin MN","democrat","no",5,"no","No","undergraduate","employed","Yes","Single","own","democrat",NA,"in person ","no"
"8016","71537","Michigan","St. Clair MI","democrat","no",32,"no",NA,"highschool","unemployed","No","Single","other","democrat",NA,"by mail","no"
"8017","09252","Georgia","Cobb GA","democrat","no",5,"no","Yes","highschool","retired","Yes","Widowed","own","republican",NA,"in person","no"
"8018","18389","Pennsylvania","Allegheny PA","republican","no",8,"no","Yes","highschool","employed","Yes","Divorced","rent","republican",NA,"in person ","no"
"8019","48195","Georgia","Gwinnett GA","democrat","no",7,"no",NA,"highschool","retired","No","Married","rent","democrat",NA,"in person","yes"
"8020","13284","Arizona","Pima AZ","democrat","yes",4,"no","Yes","undergraduate","employed","Yes","Married","rent","democrat",NA,"in person ","yes"
"8021","48376","North Carolina","Union NC","republican","yes",11,"no","No","highschool","employed","Yes","Married","own","republican",NA,"in person","no"
"8022","11601","Arizona","Maricopa AZ","republican","no",2,"no","No","highschool","other","Yes","Separated","rent","democrat",NA,"by mail","yes"
"8023","22111","Florida","Duval FL","democrat","no",14,"no",NA,"highschool","employed","No","Single","other","republican",NA,"by mail","no"
"8024","77834","Virginia","Pittsylvania VA","democrat","yes",7,"no",NA,"highschool","employed","No","Married","own","democrat",NA,"in person ","no"
"8025","63512","Georgia","DeKalb GA","democrat","yes",12,"yes","No","undergraduate","employed","Yes","Married","own","democrat",NA,"in person","no"
"8026","33649","Pennsylvania","Indiana PA","republican","no",32,"yes",NA,"undergraduate","employed","No","Married","own","republican",NA,"in person ","no"
"8027","58052","Minnesota","Hennepin MN","democrat","yes",9,"no","Yes","undergraduate","employed","Yes","Single","rent","democrat",NA,"in person","no"
"8028","76482","Pennsylvania","Monroe PA",NA,"yes",8,"no",NA,"undergraduate","employed","No","Married","own","democrat",NA,"in person ","no"
"8029","39111","Pennsylvania","Lackawanna PA",NA,NA,4,"yes",NA,"highschool","employed","No","Married","rent","republican",NA,NA,"yes"
"8030","82253","Virginia","Virginia Beach city VA","republican","yes",32,"yes","No","undergraduate","employed","Yes","Married","own","republican",NA,"in person ","no"
"8031","21546","Wisconsin","Marinette WI","republican","no",4,"yes",NA,"highschool","employed","No","Married","own","republican",NA,"in person ","no"
"8032","28645","Florida","Hillsborough FL","republican","no",5,"no","No","highschool","employed","Yes","Married","own","republican",NA,"in person","no"
"8033","60154","Florida","Okaloosa FL","republican","no",6,"no","Yes","highschool","employed","Yes","Divorced","own","republican",NA,"by mail","no"
"8034","66105","Michigan","Branch MI","republican","no",4,"no",NA,"highschool","other","No","Married","own","republican",NA,"by mail","no"
"8035","91086","Nevada","Clark NV","democrat","no",2,"no",NA,"highschool","employed","No","Single","rent",NA,NA,"in person","no"
"8036","68093","Florida","Miami-Dade FL",NA,"no",3,"yes",NA,"undergraduate","employed","No","Divorced","rent",NA,NA,NA,"no"
"8037","29190","Colorado","Denver CO","democrat","no",6,"yes","Yes","postgraduate","other","Yes","Married","own","democrat",NA,"by mail","no"
"8038","49990","Florida","Palm Beach FL","republican","no",4,"no","No","highschool","employed","Yes","Single","own","republican",NA,"by mail","no"
"8039","87528","Florida","Leon FL",NA,NA,3,"no","Yes","highschool","other","Yes","Married","rent",NA,NA,NA,"no"
"8040","94266","Pennsylvania","Allegheny PA",NA,NA,10,"no","Yes","postgraduate","employed","Yes","Single","rent","democrat",NA,NA,"no"
"8041","20184","Florida","Clay FL","democrat","no",8,"yes","Yes","postgraduate","employed","Yes","Married","own","republican",NA,"in person","yes"
"8042","54557","Florida","Orange FL","democrat","no",4,"yes","No","highschool","employed","Yes","Single","rent","democrat",NA,"by mail","yes"
"8043","90533","Pennsylvania","York PA",NA,NA,9,"yes","Yes","highschool","employed","Yes","Married","own","republican",NA,NA,"no"
"8044","03268","Virginia","Arlington VA","democrat","no",9,"no","Yes","undergraduate","employed","Yes","Single","rent","democrat",NA,"in person","no"
"8045","88643","New Hampshire","Hillsborough NH",NA,"no",32,"yes","Yes","postgraduate","employed","Yes","Married","own","republican",NA,"by mail","no"
"8046","30614","North Carolina","Wake NC","democrat","no",5,"no","Yes","undergraduate","employed","Yes","Married","own","democrat",NA,"in person ","no"
"8047","28362","Virginia","Newport News city VA","democrat","yes",9,"no",NA,"highschool","employed","No","Married","own","democrat",NA,"in person","yes"
"8048","72835","Colorado","Weld CO","republican","yes",6,"yes","No","undergraduate","other","Yes","Domestic partnership","own","republican",NA,"in person ","yes"
"8049","07853","North Carolina","Guilford NC","republican","yes",7,"yes","No","undergraduate","employed","Yes","Married","own","republican",NA,"in person ","no"
"8050","26836","Nevada","Clark NV","republican","yes",8,"no","Yes","undergraduate","employed","Yes","Married","own","republican",NA,"in person ","no"
"8051","59515","Florida","Escambia FL",NA,"no",5,"no","No","highschool","unemployed","Yes","Married","own",NA,NA,NA,"no"
"8052","52916","Florida","Leon FL",NA,"no",2,"no","No","highschool","employed","Yes","Single","rent",NA,NA,NA,"no"
"8053","69794","Virginia","Chesterfield VA","democrat","yes",8,"yes",NA,"postgraduate","employed","No","Married","own","democrat",NA,"in person ","no"
"8054","18177","Virginia","Virginia Beach city VA","democrat","yes",8,"no","Yes","highschool","student","Yes","Single","rent",NA,NA,"in person ","no"
"8055","71953","Florida","Miami-Dade FL","democrat","no",15,"no",NA,"postgraduate","employed","No","Married","own","democrat",NA,"in person","no"
"8056","35351","Minnesota","Hennepin MN","democrat","no",9,"no","Yes","highschool","employed","Yes","Married","own","democrat",NA,"in person ","no"
"8057","28512","Minnesota","Hennepin MN","democrat","yes",8,"no","Yes","highschool","unemployed","Yes","Single","rent","democrat",NA,"in person","yes"
"8058","41255","Michigan","Wayne MI",NA,"yes",32,"no","Yes","undergraduate","other","Yes","Married","own","republican",NA,"by mail","yes"
"8059","17251","Florida","Brevard FL","republican","no",4,"no","Yes","highschool","retired","Yes","Domestic partnership","own","republican",NA,"in person","no"
"8060","96154","Minnesota","Stearns MN","republican","no",1,"no","No","highschool","other","Yes","Single","rent",NA,NA,"in person ","yes"
"8061","82226","Florida","Lee FL","democrat","no",4,"yes","Yes","highschool","other","Yes","Divorced","rent","democrat",NA,"in person ","yes"
"8062","60510","North Carolina","Brunswick NC","democrat","no",3,"yes","No","highschool","other","Yes","Divorced","rent","democrat",NA,"in person","yes"
"8063","86313","Colorado","Adams CO","republican","no",2,"no","Yes","highschool","retired","Yes","Divorced","own","republican",NA,"by mail","yes"
"8064","85074","Michigan","Ottawa MI","democrat","no",4,"no","No","highschool","employed","Yes","Divorced","own","democrat",NA,"by mail","yes"
"8065","34709","Michigan","Lapeer MI",NA,"no",6,"no",NA,"highschool","retired","No","Married","own","republican",NA,"by mail","no"
